anime_id,name,genre,type,episodes,rating,members,genre_set
6726,Hanasakeru Seishounen Recaps,"Drama, Romance, Shoujo",Special,3,6.93,2686,"{'Drama', 'Romance', 'Shoujo'}"
4334,Heroman,"Action, Sci-Fi, Shounen",TV,26,6.93,23405,"{'Shounen', 'Sci-Fi', 'Action'}"
509,I My Me! Strawberry Eggs,"Comedy, Drama, Romance, School, Slice of Life",TV,13,6.93,25043,"{'Drama', 'Romance', 'School', 'Comedy', 'Slice of Life'}"
5296,Jigoku Sensei Nube: Kyoufu no Natsu Yasumi! Asashi no Uni no Gensetsu,"Action, Horror, School, Shounen, Supernatural",Movie,1,6.93,1070,"{'Supernatural', 'Horror', 'Action', 'Shounen', 'School'}"
3129,Kaibutsu-kun,"Comedy, Horror",TV,49,6.93,460,"{'Horror', 'Comedy'}"
4485,Kasei Yakyoku,"Drama, Historical, Josei, Romance",OVA,4,6.93,529,"{'Drama', 'Josei', 'Romance', 'Historical'}"
1420,Lupin III: Russia yori Ai wo Komete,"Action, Adventure, Comedy, Shounen",Special,1,6.93,2863,"{'Comedy', 'Shounen', 'Adventure', 'Action'}"
1502,Mahou Shoujo Pretty Sammy (1996),"Comedy, Fantasy, Magic, Parody, Seinen",TV,26,6.93,3501,"{'Parody', 'Magic', 'Fantasy', 'Seinen', 'Comedy'}"
6199,Mai-Otome Zwei Special,Magic,Special,1,6.93,2512,{'Magic'}
4406,Mazinger Z tai Ankoku Daishougun,"Action, Mecha, Shounen",Movie,1,6.93,945,"{'Shounen', 'Mecha', 'Action'}"
10370,Metal Fight Beyblade 4D,"Adventure, Sports",TV,52,6.93,5894,"{'Sports', 'Adventure'}"
2614,Mirai Shounen Conan: Tokubetsu-hen - Kyodaiki Gigant no Fukkatsu,"Adventure, Drama, Sci-Fi",Movie,1,6.93,753,"{'Drama', 'Sci-Fi', 'Adventure'}"
2231,Miyuki,"Romance, School",TV,37,6.93,1423,"{'School', 'Romance'}"
7474,"Onegai☆Teacher: Marie, Ai no Gekijou","Comedy, Drama, Romance, Sci-Fi",Special,1,6.93,7254,"{'Drama', 'Sci-Fi', 'Romance', 'Comedy'}"
14685,Onegai☆Teacher: Reminiscence Disc,"Comedy, Romance, Sci-Fi",OVA,1,6.93,2503,"{'Sci-Fi', 'Romance', 'Comedy'}"
9883,Osomatsu-kun (1988),Comedy,TV,86,6.93,1723,{'Comedy'}
1121,Pokemon Advanced Generation: Nanayo no Negaiboshi Jirachi,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,6.93,43444,"{'Drama', 'Adventure', 'Fantasy', 'Kids', 'Comedy'}"
3765,Pygmalio,"Adventure, Fantasy",TV,39,6.93,533,"{'Fantasy', 'Adventure'}"
2510,Sengoku Majin Goushougun,"Mecha, Parody, Sci-Fi",TV,26,6.93,849,"{'Mecha', 'Parody', 'Sci-Fi'}"
3098,Shutsugeki! Machine Robo Rescue,"Action, Mecha, Sci-Fi",TV,53,6.93,636,"{'Mecha', 'Sci-Fi', 'Action'}"
2420,Spirit of Wonder: Shounen Kagaku Club,"Drama, Sci-Fi, Seinen, Space",OVA,2,6.93,1613,"{'Drama', 'Seinen', 'Space', 'Sci-Fi'}"
8908,Tales of Symphonia The Animation: Kaette Kita Kratos-sensei no Private Lesson,"Comedy, School",Special,1,6.93,4037,"{'School', 'Comedy'}"
5734,Tayutama: Kiss on My Deity,"Harem, Romance, Supernatural",TV,12,6.93,43288,"{'Supernatural', 'Romance', 'Harem'}"
9063,Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,"Comedy, Ecchi",OVA,1,6.93,23004,"{'Ecchi', 'Comedy'}"
4066,Tytania,"Adventure, Military, Psychological, Romance, Sci-Fi, Space",TV,26,6.93,13363,"{'Romance', 'Adventure', 'Space', 'Military', 'Psychological', 'Sci-Fi'}"
10513,Usavich IV,Comedy,TV,13,6.93,1660,{'Comedy'}
6709,Ai Yori Aoshi: Yumegatari,"Comedy, Harem, Romance, Slice of Life",Special,1,6.92,6985,"{'Romance', 'Slice of Life', 'Harem', 'Comedy'}"
5104,Andes Shounen Pepero no Bouken,Adventure,TV,26,6.92,423,{'Adventure'}
2212,Bakuretsu Tenshi: Infinity Specials,"Action, Mecha, Sci-Fi",Special,3,6.92,4678,"{'Mecha', 'Sci-Fi', 'Action'}"
404,Bastard!!: Ankoku no Hakaishin,"Action, Adventure, Comedy, Ecchi, Fantasy, Seinen",OVA,6,6.92,20619,"{'Adventure', 'Fantasy', 'Seinen', 'Action', 'Ecchi', 'Comedy'}"
27737,Battle Spirits: Burning Soul,"Action, Kids",TV,51,6.92,1811,"{'Kids', 'Action'}"
2131,Bokusatsu Tenshi Dokuro-chan 2,"Comedy, Ecchi, Magic",OVA,2,6.92,70734,"{'Ecchi', 'Magic', 'Comedy'}"
1629,Devilman Lady,"Action, Drama, Horror, Psychological",TV,26,6.92,8665,"{'Drama', 'Psychological', 'Horror', 'Action'}"
4854,Fuuma no Kojirou: Yasha-hen,Action,OVA,6,6.92,819,{'Action'}
3646,Glass no Usagi,Historical,Movie,1,6.92,1151,{'Historical'}
24909,Kaitou Joker,"Adventure, Comedy, Mystery, Shounen",TV,13,6.92,6352,"{'Shounen', 'Mystery', 'Adventure', 'Comedy'}"
21333,Kazoku no Hanashi,"Drama, Music",ONA,1,6.92,436,"{'Drama', 'Music'}"
146,Kono Minikuku mo Utsukushii Sekai,"Comedy, Drama, Magic, Romance, Sci-Fi",TV,12,6.92,41756,"{'Drama', 'Romance', 'Magic', 'Comedy', 'Sci-Fi'}"
554,Koutetsu Tenshi Kurumi,"Adventure, Comedy, Drama, Historical, Mecha, Military, Romance, Shounen",TV,24,6.92,15653,"{'Drama', 'Historical', 'Adventure', 'Romance', 'Shounen', 'Mecha', 'Military', 'Comedy'}"
4074,Kouya no Yobigoe: Hoero Buck,"Adventure, Drama",Special,1,6.92,650,"{'Drama', 'Adventure'}"
3425,Meiken Lassie,"Adventure, Kids, Slice of Life",TV,26,6.92,309,"{'Kids', 'Slice of Life', 'Adventure'}"
2933,Mirai Keisatsu Urashiman,"Comedy, Police, Sci-Fi",TV,50,6.92,776,"{'Police', 'Sci-Fi', 'Comedy'}"
1290,Mobile Police Patlabor: WXIII,"Mecha, Police, Sci-Fi",Movie,1,6.92,5480,"{'Police', 'Mecha', 'Sci-Fi'}"
4936,Ninja Hattori-kun,"Comedy, Martial Arts, Slice of Life",TV,694,6.92,2116,"{'Slice of Life', 'Martial Arts', 'Comedy'}"
10740,Pokemon Best Wishes!: Victini to Shiroki Eiyuu Reshiram,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,6.92,15377,"{'Drama', 'Adventure', 'Fantasy', 'Kids', 'Comedy'}"
1882,Sasami: Mahou Shoujo Club 2,"Fantasy, Magic, School",TV,13,6.92,2277,"{'Fantasy', 'School', 'Magic'}"
6056,Sasuke,"Action, Historical, Martial Arts, Shounen",TV,29,6.92,409,"{'Shounen', 'Martial Arts', 'Historical', 'Action'}"
30464,Shinmai Maou no Testament Specials,"Comedy, Demons, Ecchi, Fantasy",Special,6,6.92,10046,"{'Ecchi', 'Demons', 'Fantasy', 'Comedy'}"
4075,Super Robot Taisen OG: Divine Wars Special,"Action, Comedy, Mecha",Special,1,6.92,1707,"{'Comedy', 'Mecha', 'Action'}"
3159,The Kabocha Wine,"Comedy, Romance, School, Slice of Life",TV,95,6.92,871,"{'School', 'Slice of Life', 'Romance', 'Comedy'}"
33037,Tsukiuta. The Animation,Music,TV,13,6.92,11183,{'Music'}
278,Viewtiful Joe,"Action, Comedy, Sci-Fi, Shounen",TV,51,6.92,5420,"{'Comedy', 'Shounen', 'Sci-Fi', 'Action'}"
4083,Wonder Beat Scramble,"Action, Sci-Fi, Space",TV,26,6.92,457,"{'Space', 'Sci-Fi', 'Action'}"
20545,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA,"Comedy, Ecchi, Fantasy, Romance",OVA,1,6.92,20680,"{'Ecchi', 'Fantasy', 'Romance', 'Comedy'}"
2928,.hack//G.U. Returner,"Adventure, Drama, Fantasy, Game, Magic, Sci-Fi",OVA,1,6.91,15412,"{'Drama', 'Magic', 'Adventure', 'Game', 'Fantasy', 'Sci-Fi'}"
13053,Aimai Elegy,Music,Music,1,6.91,1646,{'Music'}
26449,Akame ga Kill! Recap,"Action, Adventure, Fantasy",Special,1,6.91,11965,"{'Fantasy', 'Adventure', 'Action'}"
3193,Asobot Senki Gokuu,"Comedy, Sci-Fi",TV,52,6.91,1633,"{'Sci-Fi', 'Comedy'}"
2205,Bakuretsu Tenshi: Infinity,"Action, Comedy, Mecha, Sci-Fi, Shounen",OVA,1,6.91,11734,"{'Action', 'Shounen', 'Mecha', 'Comedy', 'Sci-Fi'}"
33041,Bubuki Buranki: Hoshi no Kyojin,"Action, Drama, Mecha, Sci-Fi",TV,12,6.91,10837,"{'Drama', 'Mecha', 'Sci-Fi', 'Action'}"
694,Canvas 2: Niji-iro no Sketch,"Comedy, Drama, Romance, Slice of Life",TV,24,6.91,19491,"{'Drama', 'Slice of Life', 'Romance', 'Comedy'}"
1219,Chocotto Sister,"Comedy, Drama, Romance",TV,24,6.91,14380,"{'Drama', 'Romance', 'Comedy'}"
15633,Code:Breaker OVA,"Action, Comedy, Ecchi, School, Shounen, Super Power, Supernatural",OVA,3,6.91,17814,"{'Supernatural', 'Action', 'Shounen', 'Ecchi', 'School', 'Comedy', 'Super Power'}"
17113,Crayon Shin-chan Movie 21: Bakauma! B-Kyuu Gourmet Survival Battle!!,"Comedy, Ecchi, Kids, Shounen",Movie,1,6.91,623,"{'Kids', 'Shounen', 'Ecchi', 'Comedy'}"
14893,"Dakara Boku wa, H ga Dekinai. OVA","Comedy, Ecchi, Romance",OVA,1,6.91,32195,"{'Ecchi', 'Romance', 'Comedy'}"
25383,Doraemon Movie 35: Nobita no Space Heroes,"Comedy, Kids, Shounen, Space",Movie,1,6.91,493,"{'Kids', 'Shounen', 'Space', 'Comedy'}"
8536,Fortune Arterial: Akai Yakusoku,"Comedy, Romance, School, Supernatural, Vampire",TV,12,6.91,71285,"{'Romance', 'Comedy', 'Supernatural', 'School', 'Vampire'}"
4855,Fuuma no Kojirou: Seiken Sensou-hen,Action,OVA,6,6.91,690,{'Action'}
13287,Galaxy Angel Specials,"Comedy, Sci-Fi",Special,2,6.91,1105,"{'Sci-Fi', 'Comedy'}"
2494,Goshuushou-sama Ninomiya-kun,"Comedy, Ecchi, Fantasy, Harem",TV,12,6.91,63370,"{'Ecchi', 'Fantasy', 'Harem', 'Comedy'}"
649,Hanaukyou Maid-tai: La Verite,"Comedy, Ecchi, Harem, Romance",TV,12,6.91,14069,"{'Ecchi', 'Romance', 'Harem', 'Comedy'}"
21407,Happiness Charge Precure!,"Action, Fantasy, Magic, Shoujo",TV,49,6.91,4884,"{'Shoujo', 'Fantasy', 'Magic', 'Action'}"
1645,Harlock Saga: Nibelung no Yubiwa,"Action, Adventure, Drama, Sci-Fi, Seinen, Space",OVA,6,6.91,3244,"{'Drama', 'Adventure', 'Seinen', 'Action', 'Space', 'Sci-Fi'}"
1721,Hitohira,"Drama, Romance, School, Slice of Life",TV,12,6.91,14299,"{'Drama', 'School', 'Slice of Life', 'Romance'}"
15377,Hyakka Ryouran: Samurai Bride,"Action, Comedy, Ecchi, Harem, Samurai, School",TV,12,6.91,52542,"{'Harem', 'Samurai', 'Action', 'Ecchi', 'School', 'Comedy'}"
8228,Jigoku Sensei Nube: Gozen 0 toki Nube Shisu,"Adventure, Comedy, Horror, School, Shounen, Supernatural",Movie,1,6.91,913,"{'Adventure', 'Supernatural', 'Horror', 'Shounen', 'School', 'Comedy'}"
727,Kingyo Chuuihou!,"Comedy, Kids, Shoujo",TV,54,6.91,992,"{'Kids', 'Shoujo', 'Comedy'}"
15609,"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito","Comedy, Ecchi, Harem, Romance, School, Seinen",OVA,1,6.91,21636,"{'Romance', 'Seinen', 'Harem', 'Ecchi', 'School', 'Comedy'}"
8078,Kure-nai OVA,"Action, Comedy",OVA,2,6.91,9853,"{'Comedy', 'Action'}"
3948,Mahou Sensei Negima! Introduction Film,"Action, Comedy, Ecchi, Harem, Romance, Supernatural",OVA,3,6.91,6355,"{'Romance', 'Supernatural', 'Harem', 'Action', 'Ecchi', 'Comedy'}"
6741,Makai Senki Disgaea: Welcome to Netherworld,"Action, Comedy, Demons, Fantasy, Magic",Special,1,6.91,3415,"{'Magic', 'Fantasy', 'Action', 'Comedy', 'Demons'}"
10945,Maria†Holic Alive Special,"Comedy, Parody, Romance, School",Special,1,6.91,4669,"{'School', 'Parody', 'Romance', 'Comedy'}"
1469,Monster Farm: Enbanseki no Himitsu,"Action, Adventure, Comedy, Fantasy",TV,48,6.91,22170,"{'Comedy', 'Fantasy', 'Adventure', 'Action'}"
942,Nishi no Yoki Majo: Astraea Testament,"Comedy, Drama, Fantasy, Mystery, Romance",TV,13,6.91,11042,"{'Drama', 'Mystery', 'Romance', 'Fantasy', 'Comedy'}"
29129,Ookami Shoujo to Kuro Ouji Recap,"Comedy, Romance, School, Shoujo",Special,1,6.91,5577,"{'Shoujo', 'School', 'Romance', 'Comedy'}"
2611,Panda Kopanda,"Comedy, Kids",Movie,2,6.91,4922,"{'Kids', 'Comedy'}"
1638,Peter Pan no Bouken,"Adventure, Fantasy",TV,41,6.91,2146,"{'Fantasy', 'Adventure'}"
33420,RESTART POiNTER,Music,Music,1,6.91,364,{'Music'}
7245,Sekai Meisaku Douwa: Wow! Maerchen Oukoku,Fantasy,TV,26,6.91,227,{'Fantasy'}
623,Shichinin no Nana,"Adventure, Comedy, Magic, Romance, School",TV,25,6.91,2915,"{'Romance', 'Magic', 'Adventure', 'School', 'Comedy'}"
10297,Shin Koihime†Musou: Otome Tairan OVA,"Comedy, School",OVA,1,6.91,3709,"{'School', 'Comedy'}"
10502,Tansu Warashi.,"Comedy, Slice of Life, Supernatural",Movie,1,6.91,4028,"{'Supernatural', 'Slice of Life', 'Comedy'}"
18121,Teekyuu 2,"Comedy, School, Shounen, Sports",TV,12,6.91,15887,"{'Shounen', 'School', 'Sports', 'Comedy'}"
605,Tenshi ni Narumon!,"Comedy, Fantasy, Romance",TV,26,6.91,3847,"{'Fantasy', 'Romance', 'Comedy'}"
5037,Terra e... (TV) Specials,"Adventure, Drama, Sci-Fi",Special,3,6.91,1990,"{'Drama', 'Sci-Fi', 'Adventure'}"
31430,Terra Formars Revenge,"Action, Drama, Horror, Sci-Fi, Seinen, Space",TV,13,6.91,34176,"{'Drama', 'Seinen', 'Horror', 'Action', 'Space', 'Sci-Fi'}"
4804,To Heart 2 AD Plus,Romance,OVA,2,6.91,3772,{'Romance'}
23405,Tokyo Ravens: Kon ga Oshiete Moshi Agemasu! Maru Wakari Tokyo Ravens,"Shounen, Supernatural",ONA,3,6.91,5949,"{'Shounen', 'Supernatural'}"
5763,Uchuu Kuubo Blue Noah,"Action, Drama, Military, Sci-Fi, Space",TV,24,6.91,612,"{'Drama', 'Action', 'Space', 'Military', 'Sci-Fi'}"
1112,Vandread: Taidou-hen,"Action, Adventure, Comedy, Ecchi, Mecha, Sci-Fi, Space",OVA,1,6.91,5185,"{'Adventure', 'Action', 'Ecchi', 'Mecha', 'Space', 'Comedy', 'Sci-Fi'}"
2884,Aachi wa Ssipak,"Action, Comedy",Movie,1,6.9,5566,"{'Comedy', 'Action'}"
2688,Akai Koudan Zillion,"Action, Adventure, Military, Sci-Fi, Shounen",TV,31,6.9,1826,"{'Adventure', 'Action', 'Shounen', 'Military', 'Sci-Fi'}"
27815,Cardfight!! Vanguard G,"Action, Game, Shounen",TV,48,6.9,4960,"{'Shounen', 'Game', 'Action'}"
12505,C³ Special,"Action, Comedy, Ecchi, School, Supernatural",Special,1,6.9,18468,"{'Supernatural', 'Action', 'Ecchi', 'School', 'Comedy'}"
111,Corrector Yui,"Adventure, Comedy, Magic, Sci-Fi",TV,52,6.9,7411,"{'Magic', 'Sci-Fi', 'Adventure', 'Comedy'}"
2632,Doraemon&#039;s Time Capsule for 2001,"Adventure, Comedy, Kids, Sci-Fi, Shounen",Special,1,6.9,570,"{'Adventure', 'Kids', 'Shounen', 'Comedy', 'Sci-Fi'}"
2166,Doujin Work,"Comedy, Slice of Life",TV,12,6.9,20504,"{'Slice of Life', 'Comedy'}"
3053,Ganbare! Kickers,"Comedy, Drama, Shounen, Sports",TV,23,6.9,4977,"{'Drama', 'Shounen', 'Sports', 'Comedy'}"
128,Gate Keepers 21,"Action, Drama, Mecha, Sci-Fi, Shounen",OVA,6,6.9,7363,"{'Drama', 'Action', 'Shounen', 'Mecha', 'Sci-Fi'}"
6735,Ginga Tetsudou 999: Kimi wa Haha no You ni Aiseru ka!!,"Sci-Fi, Space",Special,1,6.9,730,"{'Space', 'Sci-Fi'}"
487,Girls Bravo: Second Season,"Comedy, Ecchi, Fantasy, Harem, Romance, School",TV,13,6.9,57110,"{'Romance', 'Fantasy', 'Harem', 'Ecchi', 'School', 'Comedy'}"
3146,GR: Giant Robo,"Adventure, Mecha, Military, Sci-Fi, Shounen",TV,13,6.9,1546,"{'Adventure', 'Shounen', 'Mecha', 'Military', 'Sci-Fi'}"
1169,Green Legend Ran,"Adventure, Drama, Sci-Fi",OVA,3,6.9,2908,"{'Drama', 'Sci-Fi', 'Adventure'}"
6069,Gregory Horror Show,"Comedy, Demons, Horror, Mystery, Supernatural, Vampire",TV,25,6.9,1385,"{'Mystery', 'Supernatural', 'Horror', 'Vampire', 'Comedy', 'Demons'}"
2178,Highlander: The Search for Vengeance,"Action, Horror, Sci-Fi",Movie,1,6.9,9997,"{'Sci-Fi', 'Horror', 'Action'}"
2938,Idol Densetsu Eriko,Music,TV,51,6.9,1776,{'Music'}
704,Kanon Kazahana,"Drama, Romance, Slice of Life, Supernatural",Special,1,6.9,9693,"{'Drama', 'Supernatural', 'Slice of Life', 'Romance'}"
5859,Kiddy GiRL-AND Pilot,"Action, Sci-Fi, Super Power",OVA,1,6.9,3539,"{'Sci-Fi', 'Super Power', 'Action'}"
219,Kidou Senkan Nadesico: The Prince of Darkness,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space",Movie,1,6.9,9738,"{'Drama', 'Action', 'Shounen', 'Mecha', 'Space', 'Comedy', 'Psychological', 'Sci-Fi'}"
4073,Kyouryuu Daisensou Aizenborg,"Action, Mecha",TV,39,6.9,411,"{'Mecha', 'Action'}"
7135,Mahou Sensei Negima! Anime Final,"Adventure, Magic, Supernatural",Movie,1,6.9,9262,"{'Supernatural', 'Magic', 'Adventure'}"
8062,Mai-HiME: Kuro no Mai/Saigo no Bansan,Comedy,Special,1,6.9,4093,{'Comedy'}
860,Makai Senki Disgaea,"Action, Comedy, Demons, Fantasy, Magic",TV,12,6.9,30146,"{'Magic', 'Fantasy', 'Action', 'Comedy', 'Demons'}"
3162,Makiba no Shoujo Katri,"Adventure, Drama, Historical, Slice of Life",TV,49,6.9,1048,"{'Drama', 'Slice of Life', 'Historical', 'Adventure'}"
8410,Metal Fight Beyblade: Baku,"Adventure, Comedy, Sports",TV,51,6.9,7003,"{'Sports', 'Adventure', 'Comedy'}"
88,Mobile Suit Gundam F91,"Drama, Mecha, Military, Sci-Fi, Space",Movie,1,6.9,13456,"{'Drama', 'Mecha', 'Space', 'Military', 'Sci-Fi'}"
13201,Monster Farm: Legend e no Michi,"Action, Adventure, Comedy, Fantasy",TV,25,6.9,6611,"{'Comedy', 'Fantasy', 'Adventure', 'Action'}"
21325,Pupipo!,"Comedy, School, Slice of Life, Supernatural",TV,15,6.9,12781,"{'Supernatural', 'School', 'Slice of Life', 'Comedy'}"
30365,Shinmai Maou no Testament Burst OVA,"Action, Demons, Ecchi, Fantasy, Harem, Romance",OVA,1,6.9,19251,"{'Romance', 'Fantasy', 'Harem', 'Action', 'Ecchi', 'Demons'}"
7396,Shuffle! Prologue,"Comedy, Fantasy, Harem, Magic, Romance, School, Seinen",OVA,1,6.9,10764,"{'Romance', 'Magic', 'Fantasy', 'Seinen', 'Harem', 'School', 'Comedy'}"
2584,Soukou Kihei Votoms: Big Battle,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,6.9,1753,"{'Drama', 'Action', 'Mecha', 'Military', 'Sci-Fi'}"
1377,Uchuu Koukyoushi Maetel: Ginga Tetsudou 999 Gaiden,"Drama, Sci-Fi, Space",TV,13,6.9,2169,"{'Drama', 'Space', 'Sci-Fi'}"
1127,UFO Princess Valkyrie,"Comedy, Ecchi, Magic, Sci-Fi",TV,12,6.9,11794,"{'Ecchi', 'Sci-Fi', 'Magic', 'Comedy'}"
29087,Wangpai Yushi,"Comedy, Fantasy, School, Shounen, Supernatural",ONA,39,6.9,1184,"{'Fantasy', 'Supernatural', 'Shounen', 'School', 'Comedy'}"
965,Yoshinaga-san&#039;chi no Gargoyle,"Comedy, Fantasy, Slice of Life",TV,13,6.9,3204,"{'Fantasy', 'Slice of Life', 'Comedy'}"
886,Amaenaide yo!! Katsu!!,"Comedy, Ecchi, Harem, Romance, Supernatural",TV,12,6.89,33573,"{'Romance', 'Supernatural', 'Harem', 'Ecchi', 'Comedy'}"
2120,Captain Tsubasa: Asu ni Mukatte Hashire!,"Action, Shounen, Sports",Movie,1,6.89,2411,"{'Shounen', 'Sports', 'Action'}"
16419,Dokidoki! Precure,"Action, Fantasy, Magic, Shoujo",TV,49,6.89,7571,"{'Shoujo', 'Fantasy', 'Magic', 'Action'}"
895,Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,6.89,53765,"{'Adventure', 'Fantasy', 'Shounen', 'Comedy', 'Sci-Fi'}"
1599,Eat-Man &#039;98,"Action, Adventure, Sci-Fi, Shounen, Super Power",TV,12,6.89,2757,"{'Adventure', 'Action', 'Shounen', 'Sci-Fi', 'Super Power'}"
6418,Eyeshield 21: Jump Festa 2005 Special,"Action, Comedy, Shounen, Sports",Special,1,6.89,4111,"{'Comedy', 'Shounen', 'Sports', 'Action'}"
1800,Fatal Fury 2: The New Battle,"Action, Adventure, Drama, Martial Arts, Shounen",OVA,1,6.89,5009,"{'Drama', 'Adventure', 'Martial Arts', 'Action', 'Shounen'}"
2784,Gift: Eternal Rainbow Special,"Comedy, Ecchi, Harem, Magic, Romance",Special,1,6.89,5505,"{'Romance', 'Magic', 'Harem', 'Ecchi', 'Comedy'}"
29868,Go! Princess Precure Movie: Go! Go!! Gouka 3-bondate!!!,"Fantasy, Kids, Magic, Shoujo",Movie,1,6.89,1103,"{'Kids', 'Fantasy', 'Magic', 'Shoujo'}"
3288,Gundam Evolve,"Action, Mecha, Military, Space",OVA,15,6.89,6128,"{'Mecha', 'Space', 'Military', 'Action'}"
1902,Happiness!: Watarase Jun no Kareinaru Ichinichi,"Comedy, Fantasy",OVA,1,6.89,5037,"{'Fantasy', 'Comedy'}"
3689,Hatsumei Boy Kanipan,"Adventure, Comedy, Mecha, Sci-Fi",TV,31,6.89,375,"{'Mecha', 'Sci-Fi', 'Adventure', 'Comedy'}"
1898,Hikari to Mizu no Daphne Specials,"Action, Comedy, Ecchi",Special,2,6.89,2187,"{'Comedy', 'Ecchi', 'Action'}"
30376,Isshuukan Friends.: Tomodachi to no Omoide,"Comedy, School, Slice of Life",Special,1,6.89,2859,"{'School', 'Slice of Life', 'Comedy'}"
17725,Magical☆Star Kanon 100%,"Magic, Music, Shounen",OVA,1,6.89,18291,"{'Shounen', 'Music', 'Magic'}"
1805,Master Mosquiton,"Action, Adventure, Comedy, Demons, Supernatural, Vampire",OVA,6,6.89,3074,"{'Adventure', 'Supernatural', 'Action', 'Vampire', 'Comedy', 'Demons'}"
7590,Mayoi Neko Overrun!,"Comedy, Harem, Romance",TV,13,6.89,75517,"{'Romance', 'Harem', 'Comedy'}"
25375,Moon Pride,"Magic, Music, Romance, Supernatural",Music,1,6.89,2478,"{'Supernatural', 'Music', 'Romance', 'Magic'}"
33372,Overlord: Ple Ple Pleiades (OVA),"Action, Comedy, Fantasy, Magic",OVA,1,6.89,15008,"{'Comedy', 'Fantasy', 'Magic', 'Action'}"
1597,Panyo Panyo Di Gi Charat,Comedy,TV,48,6.89,3207,{'Comedy'}
20743,Pokemon Best Wishes! Season 2: Decolora Adventure - Dent to Takeshi! Gyarados no Gekirin!!,"Action, Adventure, Comedy, Fantasy, Kids",Special,1,6.9,3395,"{'Adventure', 'Fantasy', 'Action', 'Kids', 'Comedy'}"
7793,Ring ni Kakero 1: Kage Dou-hen,"Action, Shounen, Sports",TV,6,6.89,738,"{'Shounen', 'Sports', 'Action'}"
33031,Shakunetsu no Takkyuu Musume,Sports,TV,12,6.89,14465,{'Sports'}
2263,Sonic★the★Hedgehog,"Adventure, Comedy, Sci-Fi, Shounen",OVA,2,6.89,7297,"{'Shounen', 'Sci-Fi', 'Adventure', 'Comedy'}"
12783,Sora no Otoshimono Final: Eternal My Master,"Comedy, Ecchi, Harem, Sci-Fi, Shounen, Supernatural",Movie,1,6.89,48730,"{'Supernatural', 'Harem', 'Shounen', 'Ecchi', 'Comedy', 'Sci-Fi'}"
1541,Souten no Ken,"Action, Historical, Martial Arts",TV,22,6.89,4160,"{'Martial Arts', 'Historical', 'Action'}"
14629,Starship Troopers: Invasion,"Action, Military, Sci-Fi",Movie,1,6.89,2493,"{'Sci-Fi', 'Military', 'Action'}"
8754,Tales of the Abyss Special Fan Disc,"Comedy, Slice of Life",Special,2,6.89,2975,"{'Slice of Life', 'Comedy'}"
3672,Tottemo! Luckyman,"Comedy, Sci-Fi, Shounen, Super Power",TV,50,6.89,439,"{'Shounen', 'Sci-Fi', 'Super Power', 'Comedy'}"
22117,Witch Craft Works OVA,"Action, Fantasy, Seinen, Supernatural",OVA,1,6.89,13727,"{'Fantasy', 'Seinen', 'Supernatural', 'Action'}"
27887,Yama no Susume Second Season Specials,"Comedy, Slice of Life",Special,2,6.89,2939,"{'Slice of Life', 'Comedy'}"
4943,Yousei Florence,"Adventure, Fantasy, Music",Movie,1,6.89,891,"{'Music', 'Fantasy', 'Adventure'}"
14117,Blood-C: Special Edition,"Action, Horror, School, Supernatural, Vampire",Special,2,6.88,6993,"{'Supernatural', 'Horror', 'Action', 'School', 'Vampire'}"
2964,Blue Drop: Tenshi-tachi no Gikyoku,"Drama, Sci-Fi, Shoujo Ai",TV,13,6.88,19968,"{'Drama', 'Sci-Fi', 'Shoujo Ai'}"
2119,Captain Tsubasa: Ayaushi! Zen Nihon Jr.,"Action, Shounen, Sports",Movie,1,6.88,2354,"{'Shounen', 'Sports', 'Action'}"
10578,C³,"Action, Comedy, Ecchi, School, Supernatural",TV,12,6.88,100425,"{'Supernatural', 'Action', 'Ecchi', 'School', 'Comedy'}"
8366,Crayon Shin-chan Movie 14: Densetsu wo Yobu Odore! Amigo!,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,6.88,973,"{'Kids', 'Shounen', 'Ecchi', 'School', 'Comedy', 'Slice of Life'}"
1755,Di Gi Charat Ohanami Special,Comedy,Special,4,6.88,1553,{'Comedy'}
17419,Dog Days&#039; Specials,"Action, Adventure, Fantasy, Magic",Special,13,6.88,4854,"{'Fantasy', 'Magic', 'Adventure', 'Action'}"
296,Dragon Drive,"Action, Adventure, Comedy, Fantasy, School, Sci-Fi, Shounen",TV,38,6.88,14232,"{'Adventure', 'Fantasy', 'Action', 'Shounen', 'School', 'Comedy', 'Sci-Fi'}"
